# time-series file = timeseries_ERA5_demErr.h5
# Y/X = 1076, 1513, lat/lon = 10.384609, -75.459608
# reference pixel: y=779, x=890
# reference date: 20210716
# estimated time function parameters:
#     velocity:  0.11 +/-  0.07 cm/year
# unit: cm
20190116	-1.0210071
20190209	-1.4753987
20190329	0.29025587
20190410	-1.1918193
20190528	-0.71443117
20190621	-1.2227175
20190727	-0.244179
20190808	-1.1967523
20190901	-1.3601241
20191007	-1.6683545
20191124	-2.9664297
20191206	-0.9714193
20200123	-0.5702801
20200216	-1.4583241
20200323	-0.17514454
20200416	-0.16416958
20200522	-1.5533797
20200603	-0.2025595
20200721	-1.2614467
20200814	-1.763557
20200919	-1.2175945
20201013	-0.28067228
20201130	-1.4122533
20201212	-1.7840885
20210117	-0.8837897
20210222	-2.5576675
20210330	-1.7573549
20210423	-1.6877333
20210517	0.24657539
20210610	-0.2422475
20210716	0.0
20210821	1.0849723
20210902	-0.18514125
20211008	-0.122042395
20211101	0.29354164
20211219	-0.16195649
20220223	-0.82717764
20220331	-0.50973755
20220412	-0.93566793
20220530	-0.83294713
20220623	0.19751386
20220729	-0.029023333
20220810	-0.6115068
20220927	0.13782315
20221009	0.101657145
20221114	-0.05324824
20221220	-1.1917938
20230101	-1.0586729
20230206	-0.9321113
20230326	-0.9681869
20230407	-0.66921246
20230513	-1.3540086
20230618	-1.2180866
20230712	-0.77893203
20230817	-1.1034625
20230910	0.18186855
20231016	0.24594945
20231121	-0.74129695
20231203	-1.2845565
20240108	-1.5479683
