# time-series file = timeseries_ERA5_demErr.h5
# Y/X = 1014, 930, lat/lon = 10.392411, -75.532970
# reference pixel: y=771, x=994
# reference date: 20210716
# estimated time function parameters:
#     velocity:  0.57 +/-  0.14 cm/year
# unit: cm
20190116	0.8383382
20190209	0.09485562
20190329	0.37542698
20190410	0.10650218
20190528	1.3604122
20190621	0.08604392
20190727	1.4116416
20190808	-0.5111938
20190901	-1.3683606
20191007	-1.4250336
20191124	-1.7417543
20191206	-1.5399793
20200123	-3.2997422
20200216	-2.442592
20200323	-3.7944295
20200416	-3.716453
20200522	-4.2260075
20200603	-2.8958468
20200721	-4.268639
20200814	-2.954742
20200919	-3.3422637
20201013	-1.8045889
20201130	-1.9150234
20201212	-1.994539
20210117	-2.7662978
20210222	-2.221098
20210330	-2.3450642
20210423	-0.10116976
20210517	-0.74030477
20210610	0.13493979
20210716	0.0
20210821	-0.051484816
20210902	-1.1478653
20211008	-0.7509135
20211101	0.009369105
20211219	-0.90947205
20220223	-1.1121532
20220331	-0.8287724
20220412	-0.3526047
20220530	1.1189007
20220623	2.8764975
20220729	0.041780714
20220810	1.0528634
20220927	1.4273813
20221009	0.32310075
20221114	0.0056007877
20221220	-1.4833272
20230101	-0.939947
20230206	-0.20522532
20230326	0.12272424
20230407	0.34880173
20230513	-0.6453623
20230618	1.713023
20230712	0.9153946
20230817	-0.6592009
20230910	3.0662239
20231016	3.5309606
20231121	1.3167179
20231203	1.7199042
20240108	1.7253584
