# time-series file = timeseries_ERA5_demErr.h5
# Y/X = 865, 815, lat/lon = 10.411160, -75.547441
# reference pixel: y=771, x=994
# reference date: 20210716
# estimated time function parameters:
#     velocity: -0.34 +/-  0.10 cm/year
# unit: cm
20190116	4.4842525
20190209	4.603828
20190329	3.5150282
20190410	4.570238
20190528	4.7069454
20190621	4.0570235
20190727	3.774719
20190808	3.221049
20190901	2.4519277
20191007	3.1801543
20191124	3.3029099
20191206	3.1272788
20200123	2.3790367
20200216	2.3376513
20200323	1.6147246
20200416	1.5608778
20200522	1.0840539
20200603	0.21911077
20200721	1.0239344
20200814	1.1814505
20200919	1.0642778
20201013	1.5140378
20201130	1.5122172
20201212	1.0241873
20210117	0.981009
20210222	1.3248295
20210330	0.6385166
20210423	1.4785098
20210517	0.514926
20210610	0.5686976
20210716	0.0
20210821	0.25603175
20210902	0.51023775
20211008	0.21293163
20211101	0.71557724
20211219	0.47680175
20220223	1.5423589
20220331	1.3779044
20220412	1.307414
20220530	1.4323887
20220623	2.1262836
20220729	1.4361043
20220810	2.5734868
20220927	1.3753941
20221009	1.1284173
20221114	1.5533484
20221220	1.3132327
20230101	2.1332285
20230206	2.0003202
20230326	2.3377502
20230407	1.5802681
20230513	1.3841844
20230618	4.5381923
20230712	1.747994
20230817	1.2842278
20230910	1.3527281
20231016	2.1518471
20231121	1.7812233
20231203	1.8936567
20240108	1.3995423
