# time-series file = timeseries_ERA5_demErr.h5
# Y/X = 764, 786, lat/lon = 10.423870, -75.551091
# reference pixel: y=771, x=994
# reference date: 20210716
# estimated time function parameters:
#     velocity: 0.11 +/- 0.08 cm/year
# unit: cm
20190116	2.5399668
20190209	2.9873433
20190329	0.90997183
20190410	2.6203747
20190528	2.8449757
20190621	2.2967367
20190727	2.0772624
20190808	1.8834095
20190901	1.1706702
20191007	1.5428778
20191124	2.035952
20191206	1.9972202
20200123	1.076839
20200216	1.5301698
20200323	0.63190144
20200416	0.64539576
20200522	-0.19284189
20200603	-0.098515674
20200721	0.18946844
20200814	0.18461886
20200919	0.37047583
20201013	0.7456925
20201130	1.2167447
20201212	0.37495047
20210117	0.1734784
20210222	0.80467707
20210330	0.4600402
20210423	0.8673463
20210517	0.14817454
20210610	0.4255956
20210716	0.0
20210821	0.26203337
20210902	0.5120246
20211008	0.61011183
20211101	0.8476734
20211219	0.8433627
20220223	1.3553158
20220331	1.4259079
20220412	1.5330751
20220530	1.5357558
20220623	1.9689026
20220729	1.5196735
20220810	2.50221
20220927	1.4671428
20221009	1.4152871
20221114	1.497055
20221220	1.3751113
20230101	2.2811885
20230206	2.094291
20230326	2.2645588
20230407	1.3179958
20230513	1.6620096
20230618	4.8148007
20230712	2.1351962
20230817	1.6106807
20230910	1.7123349
20231016	2.4270365
20231121	1.693772
20231203	2.0530355
20240108	1.6404757
